;NOMBRE_INSTITUCIÓN;CARÁCTER_ACADÉMICO;SECTOR;CÓDIGO_SNIES_DEL_PROGRAMA;CÓDIGO_ANTERIOR_ICFES;NOMBRE_DEL_PROGRAMA;ESTADO_PROGRAMA;RECONOCIMIENTO_DEL_MINISTERIO;CINE_F_2013_AC_CAMPO_AMPLIO;CINE_F_2013_AC_CAMPO_ESPECÍFIC;CINE_F_2013_AC_CAMPO_DETALLADO;ÁREA_DE_CONOCIMIENTO;NÚCLEO_BÁSICO_DEL_CONOCIMIENTO;NIVEL_ACADÉMICO;NIVEL_DE_FORMACIÓN;MODALIDAD;NÚMERO_CRÉDITOS;NÚMERO_PERIODOS_DE_DURACIÓN;DEPARTAMENTO_OFERTA_PROGRAMA;MUNICIPIO_OFERTA_PROGRAMA;SNIES;H2000-1;M2000-1;H2000-2;M2000-2;H2001-1;M2001-1;H2001-2;M2001-2;H2002-1;M2002-1;H2002-2;M2002-2;H2003-1;M2003-1;H2003-2;M2003-2;H2004-1;M2004-1;H2004-2;M2004-2;H2005-1;M2005-1;H2005-2;M2005-2;H2006-1;M2006-1;H2006-2;M2006-2;H2007-1;M2007-1;H2007-2;M2007-2;H2008-1;M2008-1;H2008-2;M2008-2;H2009-1;M2009-1;H2009-2;M2009-2;H2010-1;M2010-1;H2010-2;M2010-2;H2011-1;M2011-1;H2011-2;M2011-2;H2012-1;M2012-1;H2012-2;M2012-2;H2013-1;M2013-1;H2013-2;M2013-2;M2014-1;M2014-2;H2014-1;H2014-2;M2015-1;M2015-2;H2015-1;H2015-2;H2016-1;H2016-2;M2016-1;M2016-2;H2017-1;H2017-2;M2017-1;M2017-2;H2018-1;H2018-2;M2018-1;M2018-2;H2019-1;H2019-2;M2019-1;M2019-2;H2020-1;H2020-2;M2020-1;M2020-2;H2021-1;H2021-2;M2021-1;M2021-2;M2022-1;M2022-2;H2022-1;H2022-2;NOMBRE_DEL_PROGRAMA_DEPURADO
1723;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;Universidad;Oficial;104446;104446;INGENIERIA INDUSTRIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Programas y certificaciones interdisciplinarios relativos a ingeniería, industria y construcción;Programas y certificaciones interdisciplinarios relativos a ingeniería, industria y construcción;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitario;Virtual;160;10;Bogotá D.C.;Bogotá, D.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA INDUSTRIAL
1724;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;Universidad;Oficial;107601;107601;INGENIERIA MULTIMEDIA;Activo;Registro calificado;Tecnologías de la Información y la Comunicación (TIC);Programas y certificaciones interdisciplinarios relativos a tecnologías de la información y la comunicación (TIC);Programas y certificaciones interdisciplinarios relativos a tecnologías de la información y la comunicación (TIC);Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Virtual;152;9;Bogotá D.C.;Bogotá, D.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA MULTIMEDIA
1726;COLEGIO MAYOR DE ANTIOQUIA;Institución Universitaria/Escuela Tecnológica;Oficial;54263;54263;INGENIERIA AMBIENTAL;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería ambiental, sanitaria y afines;Pregrado;Universitario;Presencial;165;10;Antioquia;Medellín;54263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;12;42;58;0;0;4;8;56;104;0;0;27;40;0;0;46;63;120;38;81;29;35;42;28;22;40;27;56;50;25;33;62;62;33;21;53;45;23;20;33;33;22;20;22;36;22;16;32;41;41;43;20;29;INGENIERIA AMBIENTAL
1727;COLEGIO MAYOR DE ANTIOQUIA;Institución Universitaria/Escuela Tecnológica;Oficial;106264;106264;INGENIERIA COMERCIAL;Activo;Registro calificado;Administración de Empresas y Derecho;Educación comercial y administración;Ventas al por mayor y al por menor;Ingeniería, arquitectura, urbanismo y afines;Ingeniería administrativa y afines;Pregrado;Universitario;Presencial;168;10;Antioquia;Medellín;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA COMERCIAL
1728;INSTITUTO UNIVERSITARIO DE LA PAZ;Institución Universitaria/Escuela Tecnológica;Oficial;1742;220746306266808111100;INGENIERIA AGROINDUSTRIAL;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería agroindustrial, alimentos y afines;Pregrado;Universitario;Presencial;159;9;Santander;Barrancabermeja;1742;18;16;2;6;7;12;5;8;0;0;0;0;12;13;6;9;2;7;0;0;10;9;12;9;12;11;9;7;19;23;10;9;11;11;6;10;0;0;0;0;0;0;10;8;5;7;8;9;5;2;8;3;15;17;13;11;16;9;17;11;15;7;16;5;20;14;17;11;13;11;12;7;16;6;6;5;27;6;26;9;24;17;16;16;34;11;18;8;30;31;23;28;INGENIERIA AGROINDUSTRIAL
1729;INSTITUTO UNIVERSITARIO DE LA PAZ;Institución Universitaria/Escuela Tecnológica;Oficial;3139;220746303336808111100;INGENIERIA AGRONOMICA;Activo;Registro calificado;Agropecuario, Silvicultura, Pesca y Veterinaria;Agropecuario;Producción agrícola y ganadera;Ingeniería, arquitectura, urbanismo y afines;Ingeniería agronómica, pecuaria y afines;Pregrado;Universitario;Presencial;180;10;Santander;Barrancabermeja;3139;22;37;11;6;10;14;2;3;0;0;0;0;20;7;13;7;7;3;7;2;15;9;13;4;11;16;12;6;25;14;6;5;25;9;10;2;0;0;0;0;0;0;11;9;10;1;3;4;41;14;17;10;14;12;21;8;8;0;17;5;23;3;29;17;15;20;15;6;15;13;7;1;17;0;7;0;19;10;3;1;8;8;5;4;11;10;14;2;10;7;19;15;INGENIERIA AGRONOMICA
1730;INSTITUTO UNIVERSITARIO DE LA PAZ;Institución Universitaria/Escuela Tecnológica;Oficial;3127;220746280016808111100;INGENIERIA AMBIENTAL Y DE SANEAMIENTO;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Tecnología de protección del medio ambiente;Ingeniería, arquitectura, urbanismo y afines;Ingeniería ambiental, sanitaria y afines;Pregrado;Universitario;Presencial;160;10;Santander;Barrancabermeja;3127;66;44;0;0;50;47;23;16;0;0;0;0;17;15;0;0;12;8;13;3;10;13;12;15;15;18;11;7;0;0;0;0;49;97;52;71;0;0;0;0;0;0;77;100;76;123;46;90;82;106;43;80;59;119;43;51;100;69;49;41;93;44;53;38;59;39;58;36;49;14;42;23;27;15;30;13;34;21;40;34;34;7;29;10;13;13;40;19;35;26;17;22;INGENIERIA AMBIENTAL Y SANEAMIENTO
1731;INSTITUTO UNIVERSITARIO DE LA PAZ;Institución Universitaria/Escuela Tecnológica;Oficial;105231;105231;INGENIERIA AMBIENTAL Y DE SANEAMIENTO;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Tecnología de protección del medio ambiente;Ingeniería, arquitectura, urbanismo y afines;Ingeniería ambiental, sanitaria y afines;Pregrado;Universitario;Presencial;160;10;Santander;Piedecuesta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA AMBIENTAL Y SANEAMIENTO
1746;INSTITUTO UNIVERSITARIO DE LA PAZ;Institución Universitaria/Escuela Tecnológica;Oficial;102479;102479;INGENIERIA DE PRODUCCION;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Otras ingenierías;Pregrado;Universitario;Presencial;170;10;Santander;Barrancabermeja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA PRODUCCION
1748;INSTITUTO UNIVERSITARIO DE LA PAZ;Institución Universitaria/Escuela Tecnológica;Oficial;107300;107300;INGENIERIA EN SEGURIDAD Y SALUD EN EL TRABAJO;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitario;Presencial;172;10;Santander;Barrancabermeja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SEGURIDAD Y SALUD EL TRABAJO
1749;INSTITUTO UNIVERSITARIO DE LA PAZ;Institución Universitaria/Escuela Tecnológica;Oficial;105014;105014;INGENIERIA INFORMATICA;Activo;Registro calificado;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Uso de computadores;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;154;9;Santander;Barrancabermeja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA INFORMATICA
1750;POLITECNICO COLOMBIANO JAIME ISAZA CADAVID;Institución Universitaria/Escuela Tecnológica;Oficial;5243;220946310000500113100;INGENIERIA AGROPECUARIA;Activo;Acreditación de alta calidad;Agropecuario, Silvicultura, Pesca y Veterinaria;Agropecuario;Producción agrícola y ganadera;Ingeniería, arquitectura, urbanismo y afines;Ingeniería agronómica, pecuaria y afines;Pregrado;Universitario;Presencial;161;10;Antioquia;Medellín;5243;44;50;42;14;39;13;20;20;60;17;0;0;90;15;45;10;74;40;49;21;41;24;42;16;55;16;62;35;0;0;0;0;53;32;24;22;32;54;28;55;19;63;0;0;55;17;62;39;51;29;37;14;41;26;34;39;30;75;45;150;41;29;57;28;63;17,66666667;26;24;59;0;38;0;41;33;36;22;31;25;27;23;29;20;15;18;21;25;24;10;13;21;28;23;INGENIERIA AGROPECUARIA
1751;POLITECNICO COLOMBIANO JAIME ISAZA CADAVID;Institución Universitaria/Escuela Tecnológica;Oficial;3689;220946240000500111100;INGENIERIA CIVIL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Arquitectura y construcción;Construcción e ingeniería civil;Ingeniería, arquitectura, urbanismo y afines;Ingeniería civil y afines;Pregrado;Universitario;Presencial;165;10;Antioquia;Medellín;3689;120;29;60;15;51;22;55;22;76;34;0;0;125;39;52;25;93;53;72;33;79;43;54;18;122;57;78;65;0;0;0;0;0;0;56;37;45;82;22;64;23;101;0;0;48;29;145;65;103;48;56;25;61;26;74;31;17;213;66;452;55;61;116;113;142;61;58;34;103;0;34;0;138;122;53;66;92;80,5;37,5;33,5;80;67;30;36,5;71;63,5;34;24,5;28;28;57,5;55;INGENIERIA CIVIL
1753;POLITECNICO COLOMBIANO JAIME ISAZA CADAVID;Institución Universitaria/Escuela Tecnológica;Oficial;2937;220943310110500111100;INGENIERIA DE PRODUCTIVIDAD Y CALIDAD;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitario;Presencial;160;10;Antioquia;Medellín;2937;35;24;50;65;39;37;21;25;78;72;0;0;150;100;85;45;69;90;115;111;88;91;62;66;115;94;82;90;0;0;0;0;71;62;58;86;28;59;20;68;14;70;0;0;44;32;85;76;41;53;34;33;35;38;28;38;40;348;46;415;83;66;92;58;121;46,5;73;46,5;77;0;72;0;74;74;81;80;68;1;60;1;74;30;78;22;53;31;41;29;23;22;18;15,5;INGENIERIA PRODUCTIVIDAD Y CALIDAD
1754;POLITECNICO COLOMBIANO JAIME ISAZA CADAVID;Institución Universitaria/Escuela Tecnológica;Oficial;110348;110348;INGENIERIA EN AUTOMATIZACION Y CONTROL;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Sin clasificar;Sin clasificar;Pregrado;Universitario;Presencial;161;10;Antioquia;Medellín;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA AUTOMATIZACION Y CONTROL
1757;POLITECNICO COLOMBIANO JAIME ISAZA CADAVID;Institución Universitaria/Escuela Tecnológica;Oficial;108270;108270;INGENIERIA EN SEGURIDAD Y SALUD EN EL TRABAJO;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería química y afines;Pregrado;Universitario;Presencial;158;10;Antioquia;Medellín;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SEGURIDAD Y SALUD EL TRABAJO
1758;POLITECNICO COLOMBIANO JAIME ISAZA CADAVID;Institución Universitaria/Escuela Tecnológica;Oficial;3348;220940030000500111100;INGENIERIA INFORMATICA;Activo;Acreditación de alta calidad;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Uso de computadores;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;166;10;Antioquia;Medellín;3348;125;50;80;75;135;22;170;79;320;160;0;0;200;150;270;85;233;151;250;81;203;65;55;18;274;83;210;60;0;0;0;0;69;16;52;52;38;41;27;31;17;58;0;0;56;17;102;20;91;16;74;16;85;20;90;17;26;137;127;495;37;42;180;169;178;195;44;43;122;0;29;0;112;99;32;21;52,5;55;10;8;54;37;11,5;26;50,5;48,5;6;8;10;12;48,5;56,5;INGENIERIA INFORMATICA
1759;POLITECNICO COLOMBIANO JAIME ISAZA CADAVID;Institución Universitaria/Escuela Tecnológica;Oficial;107648;107648;INGENIERIA INFORMATICA;Activo;Registro calificado;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Uso de computadores;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;166;10;Antioquia;Apartadó;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA INFORMATICA
1760;UNIDAD CENTRAL DEL VALLE DEL CAUCA;Institución Universitaria/Escuela Tecnológica;Oficial;105257;105257;INGENIERIA AGROPECUARIA;Activo;Registro calificado;Agropecuario, Silvicultura, Pesca y Veterinaria;Agropecuario;Producción agrícola y ganadera;Ingeniería, arquitectura, urbanismo y afines;Ingeniería agronómica, pecuaria y afines;Pregrado;Universitario;Presencial;178;10;Valle del Cauca;Tuluá;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA AGROPECUARIA
1761;UNIDAD CENTRAL DEL VALLE DEL CAUCA;Institución Universitaria/Escuela Tecnológica;Oficial;2543;230146280007683411100;INGENIERIA AMBIENTAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería ambiental, sanitaria y afines;Pregrado;Universitario;Presencial;166;10;Valle del Cauca;Tuluá;2543;25;21;21;25;14;16;9;16;8;9;9;10;8;13;10;5;7;6;5;1;10;9;4;6;0;0;7;8;18;7;10;8;7;7;19;9;12;8;12;15;16;10;15;11;20;16;10;8;18;28;17;15;24;36;19;22;17;16;23;18;22;14;24;12;21;15;16;13;14;6;13;9;18;9;25;9;0;4;0;9;13;5;16;6;9;13;21;27;15;15;11;19;INGENIERIA AMBIENTAL
1762;UNIDAD CENTRAL DEL VALLE DEL CAUCA;Institución Universitaria/Escuela Tecnológica;Oficial;108785;108785;INGENIERIA BIOMEDICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y procesos químicos;Ingeniería, arquitectura, urbanismo y afines;Ingeniería química y afines;Pregrado;Universitario;Presencial;166;10;Valle del Cauca;Tuluá;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA BIOMEDICA
1763;UNIDAD CENTRAL DEL VALLE DEL CAUCA;Institución Universitaria/Escuela Tecnológica;Oficial;10587;230140030007683411400;INGENIERIA DE SISTEMAS;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;162;10;Valle del Cauca;Tuluá;10587;0;0;0;0;19;12;34;17;35;21;0;0;26;13;19;7;16;15;10;3;15;3;20;4;12;5;23;8;20;12;22;12;24;8;28;4;18;2;19;1;12;5;18;2;16;3;8;1;20;4;7;5;20;2;8;1;5;1;8;10;2;1;10;8;13;8;2;1;12;10;1;0;17;8;2;0;18;8;3;2;22;12;6;1;24;42;1;6;6;6;43;21;INGENIERIA SISTEMAS
1764;UNIDAD CENTRAL DEL VALLE DEL CAUCA;Institución Universitaria/Escuela Tecnológica;Oficial;54625;54625;INGENIERIA ELECTRONICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitario;Presencial;164;10;Valle del Cauca;Tuluá;54625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;4;12;2;0;0;18;4;6;0;15;4;13;0;9;0;10;1;1;1;11;6;2;2;8;9;9;10;2;1;12;7;1;0;6;6;1;3;12;0;0;0;6;0;4;0;11;29;0;0;1;2;28;30;INGENIERIA ELECTRONICA
1765;UNIDAD CENTRAL DEL VALLE DEL CAUCA;Institución Universitaria/Escuela Tecnológica;Oficial;3854;230146700427683411100;INGENIERIA INDUSTRIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitario;Presencial;182;10;Valle del Cauca;Tuluá;3854;36;18;23;17;19;21;26;14;24;18;29;23;26;14;20;15;32;11;10;6;17;15;26;18;33;19;17;15;32;21;27;25;38;26;54;37;37;23;50;32;22;17;37;17;51;36;17;6;26;16;35;22;37;21;31;14;28;17;36;24;23;8;22;11;41;20;21;13;27;16;25;7;35;14;22;10;15;11;21;9;21;10;14;9;23;35;23;17;21;12;27;36;INGENIERIA INDUSTRIAL
1769;INSTITUCION UNIVERSITARIA DE ENVIGADO;Institución Universitaria/Escuela Tecnológica;Oficial;5063;230246210380526611100;INGENIERIA ELECTRONICA;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitario;Presencial;163;10;Antioquia;Envigado;5063;42;6;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;14;6;3;0;17;3;17;12;3;2;17;12;1;0;15;11;1;2;27;0;1;0;19;7;3;1;12;12;2;3;7;3;39;17;INGENIERIA ELECTRONICA
1770;INSTITUCION UNIVERSITARIA DE ENVIGADO;Institución Universitaria/Escuela Tecnológica;Oficial;5063;230246210380526611100;INGENIERIA ELECTRONICA;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitario;Presencial;163;10;Antioquia;Envigado;5063;0;0;0;0;29;2;45;3;46;12;23;6;32;3;17;0;34;4;16;0;39;4;12;1;25;2;9;3;33;5;15;2;16;13;1;15;28;1;0;0;15;1;8;3;19;1;8;0;21;0;23;4;23;5;7;0;2;1;14;6;3;0;17;3;17;12;3;2;17;12;1;0;15;11;1;2;27;0;1;0;19;7;3;1;12;12;2;3;7;3;39;17;INGENIERIA ELECTRONICA
1771;INSTITUCION UNIVERSITARIA DE ENVIGADO;Institución Universitaria/Escuela Tecnológica;Oficial;106795;106795;INGENIERIA INDUSTRIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería química y afines;Pregrado;Universitario;Presencial;160;10;Antioquia;Envigado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA INDUSTRIAL
1772;INSTITUCION UNIVERSITARIA DE ENVIGADO;Institución Universitaria/Escuela Tecnológica;Oficial;110883;110883;INGENIERIA INFORMATICA;Activo;Registro calificado;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Desarrollo y análisis de software y aplicaciones;Sin clasificar;Sin clasificar;Pregrado;Universitario;Presencial;150;9;Antioquia;Envigado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA INFORMATICA
1773;INSTITUCION UNIVERSITARIA COLEGIOS DE COLOMBIA - UNICOC;Institución Universitaria/Escuela Tecnológica;Privado;109967;109967;INGENIERIA DE SISTEMAS;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y procesos químicos;Sin clasificar;Sin clasificar;Pregrado;Universitario;Presencial;168;10;Cundinamarca;Chía;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SISTEMAS
1774;INSTITUCION UNIVERSITARIA COLEGIOS DE COLOMBIA - UNICOC;Institución Universitaria/Escuela Tecnológica;Privado;108576;108576;INGENIERIA INDUSTRIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y procesos químicos;Ingeniería, arquitectura, urbanismo y afines;Ingeniería química y afines;Pregrado;Universitario;Presencial;173;9;Cundinamarca;Chía;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA INDUSTRIAL
